pk,jsondata,id,name,description,markup_description,version
250,{},250,spotted (1),"Although poorly attested and with irregular phonological developments,
this set is supported by both the {x} and {š} grade fricative
symbolism. All meanings are ‘spotted’ or ‘striped’. Nevertheless, doubts
about cognacy remain. The **MA** form in Hollow occurs only in the word
{sípųška} ‘prairie chicken’, literally “spotted feathers”. More recent
informants say {sípu•ška}, no nasalization and long vowel.",,1
251,{},251,split (9),Cf. ‘**368**’; ‘**253**’,,1
252,{},252,split (8),"Most of the DH forms of this root have suffixed {*-ka}: the
resulting geminate cluster develops regularly; i.e. {*žát+ka} >
{*žákta} > {žáhta} > {žátta}.  **PCH** shows an earlier CC, though we
cannot tell that it was |tk|.",,1
253,{},253,split (7),"In **CR**, both |t| and |s| are possible reflexes of **PSI** |*š| before a low vowel.

It may be that these **CR** forms are derived from two different verbs.

Gemination in **CR** is not explained.",,1
254,{},254,split (6),"**QU** nasalization is probably a grammaticalized reflex of **PSI** {*ʔų}
‘**905**’ which makes an active verb of this stative stem: **PDH** {*ɣát-ka ʔǫ}
with the normal {*tk > *kt > ht ~ tt} development common to DH and **CH**.

The final vowel of the independent stem was probably {*-E}, but since
Dakotan extends {-a} analogically and the form is always suffixed in DH,
it is impossible to know for certain.",,1
256,{},256,split (4),"The following **WI** forms show the root with a different extension:
|hiruzák| ‘split (wood) lengthwise; pull limb down and off tree; make into
slivers’ KM-1069, |waazák| ‘spread apart’ KM-3967. The **KS** root is
unquestionably cognate but occurs with a different root extension.  In **OP** the
root is also found without extensions.",,1
259,{},259,split (1),"**DA** has a complete Ablaut set {-sleča, -šleča, -xléča} B&D-17.  Some
languages have the {-ke} root extension but others do not. Note that the
{š} grade in **QU** does show {-ke}. Wolff reconstructed **PSI** on the basis
of MVS forms alone; there are no cognates outside of that area.",,1
260,{},260,"spit (2), foam","**BI** and **OF** disagree on the order of |k| and |š|; they agree, however,
in showing reflexes of |*š| rather than |*x|.",,1
261,{},261,spit (1),"This is not a secure reconstruction, given the number of putative
cognates. One problem of course is the onomatopoeic nature of the set. The
vowels do not match.  With regard to the **BI**, Cf. |tcu| ‘**264**’ (DS-266b) (?)",,1
262,{},262,spine (2),"Cf. ‘**1143**’, ‘**263**’. **HI** {nuuri < na} (see HWM 74-75 {da} ‘middle
of horse’s back under the saddle’) + {*huri} ‘**1064**’.",,1
263,{},263,spine (1),"The **LA** cognate is analyzed {čhą́xa} < {*i-rąxa}, with the
possessed body part prefix. Cf. ‘**1143**’, ‘**416**’, etc.",,1
264,{},264,spill,Cf. ‘**104**’,,1
265,{},265,spider,"Cf. ‘**1119**’.  Because of general lack of cognates, this is a very
difficult set to do any reconstructive work with. {-kox-} is only a
skeletal suggestion.",,1
266,{},266,"speak, talk","Here, presumably, the {*(r)} would have been epenthetic in those
first and second person forms in which {*ʔ} normally disappears (cf. ‘**80**’). The {*r} is then extended analogically to 3rd person forms where
{*ʔ} normally remains, and the resultant cluster {*rʔ > *tʔ} in **CH**, **WI**
in parallel with {*rh > *th}. For other examples of the same phenomenon
cf. ‘**655**’, ‘**636**’, ‘**821**’; v. also ‘**905**’, ‘**396**’. The **HI** form conjugates with
what appear to be inalienable possessive pronouns.  This verb is the only
example of this odd inflectional pattern.",,1
267,{},267,south > downstream,"The distribution of meanings of this set suggests that it does refer to
the south. It is often translated ‘downstream’ in both **DA** and DH,
particularly **QU**, but, while this may be its meaning, the translation more
likely derives from a combination of (a) the fact that the Mississippi flows
south and, (b) the fact that ‘tree branch, creek, stream’ is {kaxá}, and
folk etymology has connected it with {okáxpa}. A second folk etymology
has affected the semantics of the word in **OS**, where {kax-pa} has been
reanalyzed as {ka-} ‘by striking’ and {-xpa} ‘fall’, cf. {o-xpá-ðe,
ka-xpa} ‘cause to fall, strike down’. Identification of the term with the
rising/setting (falling) of the sun may have caused the meaning to be
reinterpreted along an east-west axis (v. discussion LF-49a and cf.

{-xpa} ‘fall, go down’). Cf. ‘**116**’ for the suffix here.",,1
268,{},268,south,"Cf. ‘**268**’. The **MA** form is a compound of {áka} ‘**268**’ + {hąk}
‘**217**’ + {ta} ‘locative’. All **MA** direction names are formed in this way.",,1
270,{},270,sour (2),"**KS**, **OS** |cʔ| could be from either |*tʔ| or |*sʔ| or they may represent a
conflation of both **PSI** forms. Cf. ‘**271**’. This is another set
arguing that {t} participated marginally in the spirant ablaut series.",,1
271,{},271,sour (1),"**KS**, **OS** {cʔ} could be a reflex of either {*tʔ} or {*sʔ}, but **OP**
is a certain cognate. Cf. ‘**270**’, which has {*tʔ}.",,1
272,{},272,soup,"This is presumably {*hta} ‘meat’ < ‘deer’ + {*nį} ‘liquid’. It
could have been innovated separately in **CH** and DH. **QU** {-ohǫ-de} refers to
‘causing it to boil in it’. Cf. ‘**656**’.",,1
273,{},273,song,"Cf. ‘**332**’. **CA**, **CR**, and **HI** suggest {*wų•}, from which **MA** may have
dissimilated to {*wą}. Cf. ‘**1150**’. Cf. several DH terms in {-mą}
referring to ringing sounds. **BI** appears to be derived from ‘**332**’ via
contraction. Had **BI** dissimilated {*wų}, one would expect {dǫ} rather
than {yǫ}.",,1
275,{},275,son-in-law (1),"Cf. ‘**1003**’, ‘pumpkin’ (and Algonquian terms borrowed into **CH** in which
Algonquian |kw| is adapted as **CH** |dw|). **CH** apparently has doublets. Both **CH**
terms have apparently been contaminated from some outside source. One of the
Algonquian terms for son with |kw| may be involved, but cf. also Tunica
|-éti-kumaši| ‘son-in-law’ (any in-law) Haas-208, |éti| ‘kin’. According to
JGT92-235, the **CH** doublet terms |udwą́ǰe ~ udwą́čhi| represent “cat in the
house”, an informal, colloquial term for son-in-law. This folk etymology
accounts for |ǰe > čhi| ‘house’.",,1
276,{},276,"son, third or younger","The third, fourth, and fifth son terms, while equivalent in that they
share the same root and postpose ‘little’, are not properly cognate. DH is
derived from {k(i)} ‘ones own’, {hake/a} ‘birth name of one of several
sons’ and {žį(ka)} ‘little’. **CH** is likewise made up of {haka} and
{yįke} ‘little’. Note that there are alternants {hake} and {haka}
for this root. Semantics, distinct truncations and morph replacements make
these parallel innovations. DH terms with final-syllable accent are
vocative. Cf. ‘**870**’",,1
277,{},277,"son, second born","RR DH combines {*ki-} ‘ones own’ with {*he}. The common
initial syllable syncope yields the aspirate. Note that once again
the DH possessive prefix is nasalized irregularly, cf. other birth
names for sons. This needs explanation. Perhaps there were only two roots for ‘sons’ in **PSI**/**PMV**: one
for ‘first’ and one for ‘last’. As additional sons are born, the
‘last’ term is moved down to the new child, and a derivational
process modifies the name of the penultimate son.",,1
280,{},280,something (2),"Cf. ‘**667**’, ‘**668**’.

The **CA** forms appear in a very muddled set of forms meaning “something”, some
of which probably reflect {*topa} or {*ropa} ‘something’. Thus the
existence of this form in **PSC** is uncertain.",,1
282,{},282,"some, a little","The **WI** initial consonant does not match; it should be {ǰ}. It is
also hard to reconcile the vowels. **MA** and OVS clearly support {u} while
MVS has {o} or {o•}. The clitic status in OVS might possibly have
affected the vowel, but the **MA** form has the same lexical status as the MVS
cognates.  Cf. the DH forms w. ‘**668**’",,1
285,{},285,soft (2),Cf. ‘**566**’,,1
286,{},286,soft (1),"Whether primary or secondary, {tp} is unstable and dissimilates in
different ways even within Dakotan. There are so few cases that we are not
certain of the expected outcome in **CH**. The **CR** {-ia} fits the **BI** form and
suggests that in **CR**/**HI** the common loss of post accentual {-h-} has taken
place with subsequent vowel transposition. The DH final syllable represents
an innovation, as reflexes of {-he} are not normally preserved in MVS
languages. **MA** vocalism is irregular.",,1
288,{},288,"so, thus","Loss of nasalization in **KS** is unexplained, but cognacy is precise.

Cf. ‘**149**’ and ‘**1098**’ and ‘**1097**’.  Some of these entries are compounds of a particle |ki| with the verb |ʔų| ‘be, do’ as they are conjugated *|m-ų|, *|ž-ų|  So this may not be a proper cognate set, or, it may represent more than one.",,1
289,{},289,snowshoe,"To the extent that this is analyzable, it seems to be a compound of a
root {*pse} and, apparently, locative {*o-} and local reflexes of
{*hų́•pe} ‘shoe’. Parallel instances of {#ps-} clusters point to an
older {*wa-sé•} where {wa-} is ‘**1180**’.  Riggs’ explanation of
‘water ash’ perhaps reverses the direction of derivation. That is, rather
than the tree being named for the snowshoe, the snowshoe is probably an ‘ash
shoe’.",,1
290,{},290,snow (3),"Cf. ‘**292**’.  Forms with {-hu} occur frequently in both the
noun and the verb. Doubtless there has been a lot of mixing and we find it
difficult to decide which forms are basic. Incorporation of the root
{*hu•(-re)} ‘**976**’ is certainly one possibility, in which case the noun
has been reanalyzed in terms of the verb. For another possibility, cf.

{*hu•hi} ‘**1073**’.",,1
291,{},291,snow (2),"If **CR** and **HI** reflect {*kp}, **MA** may have metathesized the cluster.

However, with **HI** {wa•hpi} ‘to snow’ compare **HI** {wirihpi} ‘**1130**’ and
{tipihpi} ‘sink into mud’. Evidently, {-hpi} is separable, with a
meaning like ‘be immersed in’. Here, perhaps cf. **PSI** {*spe} ‘cover’,
implying a possible {x} grade in **HI** {-hpi}. This, however, leaves **MA**
unrelated.  On **CR** vocalism, cf. ‘**292**’.",,1
292,{},292,snow (1),"Cf. ‘**290**’.  **BI** {#w-} indicates (as **OF** suggests) that there was an
initial syllable in the word earlier, since actually initial |*w| is lost in
**BI**. {*wa-} ‘**1180**’ + {wa-} ‘snow’ with the usual vowel syncope in
‘**1180**’ is the most likely source of {*W}, i.e., {**wa-wa > *w-wa
> *Wa}. We take **MA** {-he} to be a root extension peculiar, in this
instance, to that language.  Cf. ‘**237**’, ‘**174**’, ‘**740**’.  As regards
**PSI** {*(-hu)}: there seems to have been a distinction between ‘fallen
snow’ and ‘snow which is in the air, or in a storm’. The form with
{*(-hu)} refers to the latter. Cf. ‘**1073**’.  The Woccon form probably
corresponds with **CA** {waʔwo we < waʔwə + we} ‘future, potential’, and
means ‘it’s going to snow’.",,1
