pk,phonetic,comment,original_entry,other_reconstructions
3511,,,"sirí, hokiwú- ‘be crowded (var. hokiwáširí)’ KM-1390",
3512,,,,
3513,,,,
3514,,,,
3515,,,,
3516,,,ka-sdí ‘strike and force some out’ R-265b,
3517,,,waθríθri “wathríthri” ‘thrust in mud’ jgt92-86,
3518,,,θlíθli ‘ooze (out); muddy ground’ Marsh,
3519,,,,
3520,,,,
3521,,,,
3522,,,,
3523,,,daškí ‘chew’ RR,
3524,,,ídiški ‘apply substance like salve’ RR,
3525,†čički,,"†čički “tcĭtcki, dutcĭtckí” ‘squeeze, wring, knead’ DS-264b",
3526,,,yüškí ‘wring out’ RR,
3527,,,,
3528,†ðüškí,,†ðüškí “thishkí” LF-149a,
3529,†ðiškí,,†ðiškí “thíshki” SW-190,
3530,,,,
3531,,,,
3532,,,"-skíkoʔš, pa- ‘he squeezes it’ H-213",
3533,,,"-skíkoʔš, ka- ‘he squeezes juice from berries’ H-213",
3534,,,"-skíkoʔš, ra- ‘he squeezes it between the teeth’ H-213",
3535,,,"-skíkoʔš, ra- ‘he squeezes it between the toes’ H-213",
3536,,,"-skíkoʔš, ru- ‘he squeezes it in the hands’ H-213",
3537,,,"škiča, waká- ‘press, pound’ B-527",
3538,,,"škiča, wapá- ‘press, squeeze’ B-547",
3539,,,"škíča, ya- ‘press with the teeth or mouth’ B-628",
3540,,,"škíča, na- ‘press with the foot, press out by trampling on’ B-358",
3541,,,"škiča, oyú- ‘press out, as juice from grapes’ B-420",
3542,,,"škíča, wa- ‘squeeze by cutting; to press out e.g. water from a cloth with a knife; to scrape out’ B-552",
3543,,,"škíča, wo- ‘squeeze out by ramming’ B-609",
3544,,,"škíča, pu- ‘press or rub out with the hand’ B-450",
3545,†lučkįk,,"†lučkįk, “lutchkíñk” ‘wrench’ Hw.",
3546,,,"šgį́k, boo- ‘take a poke at (so you can hear the bump)’ KM-90",
3652,,,apá•re “apá•ri” ‘grow’ J,
3653,,,,
3547,,,"šgį́k, ra- ‘chew to obtain juice (as, tobacco, to get juice out to apply to cut)’ KM-2572",
3548,,,"šgį́k, ru- ‘twist in bag to extract juice’ KM-2731",
3549,,,"šgį́k, wa- ‘rub on a washboard’ KM-3483",
3550,,,"šgį́k, gi- ‘pound’ KM-410",
3551,,,,
3552,,,,
3553,,,,
3554,,,,
3555,,,,
3556,†kaškíča,,"†kaškíča “kaśkíća” ‘press by striking, pound or batter out’ R-268b",
3557,,,"škíge, bü- ‘rub clothes on a washboard, bear down on’ RR",
3558,,,"škíge, yü- ‘wring out’ RR",
3559,,,"škíge, ya- ‘chew something’ RR",
3560,,,"škige, bó- ‘shoot and nearly penetrate’ RR",
3561,,,"škíge, ga- ‘dent a surface, beat laundry’ RR",
3562,†škįge,,"†škįge “sginge, shginge” ‘squeeze’ JGT92-239",
3563,†škįge,,dotʔúrusgįge ‘choke someone’ JDH,
3564,†škįge,,ruškíge RR [\io MERGE],
3565,,,,
3566,,,,
3567,,< ški,"schichí, ala- ‘step on, press down w. foot’ ( < ški) GG-8 (?)",
3568,,,"schichi, dú- ‘crush in hands’ GG-44 (?)",
3569,†kaškíke,,†kaškíke “gashkíge” ‘make a indentation by striking’ LF-47,
3570,,,,
3571,,,,
3572,,,"hchichí, ala- ‘crush with foot’ GG-7 (?)",
3573,,,"hchichi, dá- ‘crush with teeth’ GG-41 (?)",
3574,,,"hchichí, da- ‘smash’ (?)",
3575,,,"hchichi, pá- ‘defeat completely’ GG-53 (?)",
3576,,,"chichi, páa- ‘put pressure on, overpower’ GG-53 RG (?)",
3577,,,"hchichi, áp- ‘touch with something harmful’ GG-11, DEC-52 (?)",
3578,,,,
3579,,,"xgį́k, wa- ‘use pump handle, draw water’ KM-3521",
3580,,,,
3581,†tuškíki,,†tuškíki “tuckĭ´kĭ” ‘wring as clothes’ DS-331a,
3582,,,,
3583,,,,
3584,,,skíke ‘heavy’ RR,
3585,,,"skíke, di- ‘clench, pack in the hands’ RR",
3586,,,"skískike, di- ‘pack, e.g. snowballs, with the hands’ RR",
3587,,,kaskíča ‘press’ C,
3588,,,"skíča, ka- ‘settle down, as does a haystack; press, press down on by striking’ B-289",
3589,,,"skíča, na- ‘press down with the feet, as a man walking on a hay wagon to get it down; go down or become less of itself’ B-357",
3590,,,"skíča, pa- ‘press down on with the hand; slang: swipe, i.e. steal B-433",
3591,,,"skíča, pu- ‘be very heavily burdened’ B-824",
3592,,,"skíča, wo- ‘press down tight by pounding’ B-608",
3593,,,"skíča, ya- ‘press with the mouth, to suck or lick e.g. bones’ B-626",
3594,,,"skíča, yu- ‘press, make tight’ B-649",
3595,,,"skíča, wa- ‘press out with a knife’ B-549",
3596,,,gisgį́k ‘wring out’ KM-396,
3597,,,"sgį́k, boo- ‘strike something saturated with water to wash it (“old time method”)’ KM-81",
3598,,,"sgį́k, gi- ‘beat laundry to wring out dirt’ KM-396",
3599,,,"sgį́k, nąą- ‘press with foot to wring out’ KM-2220",
3600,,,"sgį́k, ra- ‘chew (as, gum) to get liquid out’ KM-2562",
3601,,,"sgį́k, ru- ‘wring out by hand’ KM-2718",
3602,,,"sgį́k, wa- ‘press down to get liquid out, e.g., mop’ KM-3471",
3603,,,,
3604,,,,
3605,,,,
3606,,,,
3607,,,,
3608,,,,
3609,,,,
3610,†naskíča,,†naskíča “naskíća” ‘press down with the foot’ R-334b,
3611,,,skį́ge ‘heavy’ RR,
3612,,,,
3613,,,"chkichi, dú- ‘wring out; milk a cow’ GG-44, DEC-26 (?)",
3614,†skíke,,†skíke “çkíge” ‘heavy’ LF-277b,
3615,,,,
3616,,,“skíge” ‘heavy’ JOD,
3617,†lučkep,,"†lučkep ‘twist, wring’ (D)",
3618,†kašképa,,"†kašképa “kaśképa” ‘strike and press out, as water’ R-268b",
3619,,,,
3620,,,,
3621,,,"šképa, ka- ‘strike and press out, as water’ B-291",
3622,,,"šképa, ya- ‘suck dry, as a calf does all the milk’ B-832",
3623,,,"škéškepa, ya- ‘suck and spit out’ B-832",
3624,,,"šképa, yu- ‘wring out e.g. water from wet clothes’ B-651",
3625,,,,
3626,,,,
3627,,,"sképa, ka- ‘empty something, as a bucket, gradually by drinking from it; bail out, empty e.g. a pond etc.’ B-289",
3628,,,"sképa, na- ‘leak out, be empty’ B-357",
3629,,,"sképa, pu- ‘pour all out, empty’ B-449",
3630,,,"sképa, ya- ‘drink up’ B-626",
3631,,,"sképa, yu- ‘cause to escape, drain off, evaporate’ B-649",
3632,†daskipí,,†daskipí “daskĭpí” ‘get the juice out of sugar cane by chewing’ BD-213b,
3633,,,nasképa ‘leak out’ R-334b,
3634,,,"baskébe ‘scrape by pushing or punching, sponge off’ RR",
3635,,,"büskébe ‘wipe a substance from another, scrape off’ RR",
3636,,,"gaskébe ‘scrape, shave’ RR",
3637,,,nąskébe ‘scrape mud off the moccasins’ RR,
3638,,,"yüskébe ‘scrape, as the fat from a hide’ RR",
3639,,,,
3640,†wiθkáwe,,†wiθkáwe “withgáwe” ‘squash sth.’ JGT92-239,
3641,,,,
3642,,,"-skátoʔš, ra- ‘he bites it’ H-211",
3643,,,"-skátoʔš, ru- ‘he squeezes it firmly in the fist’ H-211",
3644,,,,
3645,†dučką́ti,,"†dučką́ti “tckáⁿti, du-” ‘mash fruit, etc., in the hands’ BD-265a",
3646,†də́kəčką́ti,,"†də́kəčką́ti “tckáⁿti, dŭ´kŭ-” ‘mash fruit, etc., by sitting on it or hitting’ BD-265a",
3647,†načką́ti,,"†načką́ti “tckáⁿti, na-” ‘mash, as fruit, by kicking or treading on’ BD-265",
3648,,,,
3649,†čhamní,,"†čhamní “camní” ‘sprout, bud, germ’ B-115a",
3650,†čhamní,,†čhamní “ćamní” ‘a sprout’ R-85a,
3651,,,,
3654,,,"apáali ‘grow’ RG, GG-11, DEC-24",
3655,†žabrį́ka,,"†žabrį́ka “zhabthíⁿga” ‘a sprout, a shoot from a plant’ LF-222a, 334b",
3656,,,,
3657,,,,
3658,,,"wiwíxa ‘spray (by mouth), sprinkle’ JGT92-238",
3659,,,wiwíla ‘water spring’ B-591a,
3660,,,"mąąʔí ‘spring, fountain’ KM-1935",
3661,,,howiwís ‘narrow channel between bays; isthmus; small of the waist’ KM-1579 (?),
3662,,,,
3663,,,,
3664,,,"wiwí ‘bog, quagmire’ R-580b",
3665,,,,
3666,†owi,,†owi “ui” ‘spring’ LF-334b,
3667,,,,
3668,,,,
3669,†nį́θrįhji,,†nį́θrįhji “ñyíthrinhji” ‘spring’ JGT92-238,
3670,,,nį́ snį ‘spring’ RR,
3671,†anį́ snįhí,,†anį́ snįhí “aní snihí” ‘spring’ DS-173a,
3672,,,"nįhnį́ ‘well’ (JOD), ‘pump’ (MR)",
3673,,,,
3674,†nįsnį́,,†nįsnį́ “ni-çni´” ‘spring’ LF-106,
3675,,,pe ‘spring’ RR,
3676,,,,
3677,,,,
3678,,,wéhirų ~ wéhirųre ‘Spring’ H-283,
3679,,,wétu ‘spring’ C,
3680,,,wéhą ‘last spring’ C,
3681,,,béhu ‘spring’ Marsh,
3682,†amį́•h-,< amį́•h + ų,"†amį́•h- “amī´huⁿ, amiⁿ´huⁿ” ‘fever’ ( < {amį́•h} + {ų}) DS-320b",
3683,†amį́•h-,,"†amį́•h- “amī´shu” ‘to fan, a fan’ DS-320b",
3684,†amį́h-,,"†amį́h- “amĭfhi´pi” ‘parasol, umbrella’ DS-320b",
3685,†we•ha-,,"†we•ha- “wehahempēi, wehaéhīmpē” ‘spring’ H.",
3686,†wé•he-,,†wé•he- “wēhē pīwa” ‘summer’ H.,
3687,†amį́hį,,"†amį́hį “mihiⁿ´, ami´hi” ‘warm, warm weather’ DS-229b",
3688,†amį́h-,,†amį́h- “amihi´yĕ” ‘to warm something’ DS-230a,
3689,†amį́h-,< amį́•h + ǫ́(ni),†amį́h- “amihoⁿ´” ‘fever’ (< amį́•h + ǫ́(ni)) DS-230a,
3690,†amį́hį,,"†amį́hį “amihiⁿ´, ami´hiⁿ, ami´x, amiⁿ´” ‘summer, year’ DS-230a",
3691,,,weeną́ ‘spring’ KM-3624,
3692,,,,
3693,,,,
3694,,,,
3695,,,"cawé• ‘warm, summer, fever’ J",
3696,,,,
3697,,,,
3698,,,tawée ‘hot’ GG-57,
3699,,,,
3700,,,me ‘spring’ SW-162,
3701,†pe,,†pe “be” ‘spring’ LF-26b,
3702,,,,
3703,,,,
3704,,,,
3705,,,,
3706,,,"dixé ‘rake, sweep litter away’ JOD",
3707,,,"-gága, na- ‘spatter or fly out, as grease on the fire’ B-342",
3708,,,"-gága, wo- ‘shoot out in different directions, as rays of light or the branches of a tree’ B-596",
3709,,,"-gá, na- ‘gape open, as a wound’ B-342",
3710,,,"-gága, yu- ‘spread out, open out, display’ B-635",
3711,,,"-ɣá, gi- ‘clear away’ KM-336",
3712,,,"-ɣá, boo- ‘be in such a position that legs, horns, twigs, etc. protrude chaotically’ KM-51",
3713,,,,
3714,,,,
3715,,,yüwáɣa ‘uncover’ RR,
3716,,,"ccíboɣa ‘tipi, tent with poles tied at the top’ JOD",
3717,,,,
3718,,ra,"-xa•, na- ‘bite sth.’ (ra) J",
3719,,rka,"-xa•, ara- ‘push away with feet’ J",
3720,,,"-xa•, ára- ‘burning, burnt’ J",
3721,,,"-xa•, náx- ‘sweep, scrape’ (rka) J",
3722,,,"-xa•, nú- ‘spread out flat, e.g. blanket on floor’ J",
3723,,,"-xa•, pá- ‘push away with both hands with palms outspread; drive herd; iron clothes’ J",
3724,,,,
3725,,,"-xaa, dúu- ‘spread out’ GG-45",
3726,,,"-xaá, dax- ‘cut from group, hedge along’ GG-43",
3727,,,,
3728,,,,
3729,†brášge,,†brášge bráshge ‘flat; broad; lid; plate; flat dish’ JGT92-8,
3730,,,kabdáže ‘stand with knees apart’ JOD,
3731,,,"bdáže, ka- ‘spread, stand with knees apart’ RR",
3732,,,"kabláža ‘spread wide, straddle’ C",
3733,†pəlá•či,,"†pəlá•či “pạlā´tci” ‘wide’ DS-328b, Ssf",
3734,†kamdáža,,"†kamdáža “kamdáz´a” ‘spread open, as the legs; straddle’ R-258b",
3735,,,gabláže ‘straddling’ JOD,
3736,,,,
3737,,,,
3738,†kabráže,,"†kabráže “gabtházhe” ‘sit Turk fashion, as a tailor’ LF-43a",
3739,,,,
3740,,,"-bláška, ba- ‘stretch’ RR",
3741,,,"-bláška, bu- ‘flatten something by pressure’ bRR",
3742,,,"-bláška, yu- ‘stretch sth. (JOD), undo sth.’ (MR). RR",
3743,,,,
3744,†brášge,,†brášge bráshge ‘flat; broad; lid; plate; flat dish’ JGT92-8,
3745,,,,
3746,†ébraɣe,,†ébraɣe “ébraxe” ‘spread; open out on’ JGT92-238,
3747,,,"bdáxa ‘wide, as a road’ JOD",
3748,,,"bláɣa ‘wide at one end, tapering’ C",
3749,,,"blaga, áka- ‘spread out over, as one’s wings; to open e.g. the armpits or underparts of the wings for’ B-67",
3750,,,"blága, yu- ‘spread out e.g. an umbrella, or the toes, as of a duck’ B-634",
3751,†palaska,,"†palaska “akoⁿ´t pal’ska” ‘orange, lemon’ DS-320",
3752,†pdaxí,,"†pdaxí “ptçaxé, ptçaxi, ptçax” ‘wide’ DS-249a",
3753,†mdaxá,,†mdaxá “mdaḣá” ‘broad at one end; tapering’ R-312a,
3754,,,bláxe ‘edge of something’ RR,
3755,,,,
3756,,,,
3757,,,,
3758,†bráxe,,†bráxe “bthaxe” ‘spread out’ {bðáxe} LF-28a,
3759,,,,
3760,†bðáxe,,†bðáxe b¢axe ‘wide at one end’ JOD,
3761,†pada•fi,,"†pada•fi “pạ́dāfi” ‘flat’ DS-328b, Ssf",
3762,†pada•fi,,"“pạdā´fi” ‘flat’ DS-323, Ssf",
3763,,,,
3765,†pdasí,,"†pdasí “ptçasí” ‘wide, broad, flat’ DS-249a",
3766,,,"parás ‘be flat, be wide’ KM-2439",
3767,,,ruparás ‘flatten out with the fingers’ KM-2704,
3768,,,"waparás ‘flatten, v.tr.’ KM-3420",
3769,,,,
3770,,,,
3771,,,,
3772,,,,
3773,,,,*práska
3774,,vt |bdíbdaska ttíbdaska dibdaska|,bdáska RR,
3775,,,"bdáska, di- ‘flatten, fold flat’ vt bdíbdaska ttíbdaska dibdaska RR",
3776,,,blaská C,
3777,,,"-bláska, ka- ‘flatten by beating, to make flat by striking, as a leaden bullet, or as done with an axe to hew’ B-270",
3778,,,"-bláska, na- ‘flatten with the foot’ B-341",
3779,,,"-bláska, pa- ‘press out flat, to flatten’ B-422",
3780,,,"-bláska, wa- ‘make dull or flat on the edge, as a knife by shaving’ B-511",
3781,,,"-bláska, wo- ‘flatten by shooting, as in shooting a bullet against a stone’ B-594",
3782,,,"-bláska, ya- ‘flatten with the mouth’ B-617",
3783,,,"-blaskaska, wayá- ‘talk about unimportant things per longum et latum, to make much of a little thing, to add details; to thrash out’ B-561",
3784,,,"-bláska, yu- ‘make flat’ B-634",
3785,,,mnaθká PAS,
3786,,,bláska RR,
3787,,,"báblaska ‘cut straight, straighten by cutting’. RR",
3788,,,"babláska ‘plane even, flat or straight’ RR",
3789,,,bubláska (JOD) ‘straighten or even the edge of sth.’ RR,
3790,,,"gabláska ‘flatten, mash flat, knock flat’ RR",
3791,,,nąbláska ‘flatten by treading on sth.’ RR,
3792,†bráθge,,†bráθge bráthge ‘flat; broad; lid; plate; flat dish’ JGT92-8,
3793,,,,
3794,,,mdaská Riggs,
3795,†kabráska,,†kabráska “gabtháçka” ‘flatten’ LF-43a,
3796,,,,
3797,,,bðáska C,
3798,,,,
3799,,,,
3800,,,rupiríhoʔš ‘he spread it out’ C,
3801,,Noun,mní ‘spread out to dry’ C,
3802,,,"mní, pa- ‘divide, distribute’ B-430a",
3803,,,"mnimni, óna- ‘be on one’s way’ B-396a",
3804,,,"mní, wa- ‘dry by spreading out e.g. shelled corn’ B-536a",
3805,,,"mnípi, wa- ‘fruit etc. spread out thinly’ B-536a",
3806,,,kpamní ‘distribute’ EJ,
3807,,,opámni ‘flatten the contents of a bag’ EJ,
3808,,,owákpamni ‘agency’ “distribution place” EJ,
3809,,,wamníyąpi ‘fruit’ (Noun) EJ,
3810,,,tukbā´ti ‘spread cloth’ DS-331a (?),
3811,,,warupį́nį ‘scatter’ KM-2494,
3812,,,,
3813,,,wamní ‘dry by spreading out’ R-519a,
3814,,,blį ‘scatter things about’ RR,
3815,,,pápa•re “pápa•ri” ‘spread out something’ J (?),
3816,,,pa•ri ‘spread out to dry’ J (?),
3817,,,,
3818,,,,
3819,,,,
3820,,,,
3821,,,"brá, ru- ‘level something; to spread’ LWR-25",
3822,,,bla ‘separated’ Marsh (cognates),
3823,,,“rubrábra” ‘separate by hand’ JGT92-224,
3824,,,"dibdá ‘pull apart, separate’",
3825,,,"bla, óka- ‘spread out on or perhaps over; enlarging, as the foot of a stand B-381",
3826,,,"bla, wapá- ‘spread out, make level; iron e.g. clothes B-544",
3827,,,"bla, wípa- ‘a sadiron, flatiron; anything to flatten things with, or to smooth with B-588",
3828,,Vroot only,"pará, ra- ‘unravel with the teeth’ KM-2558",
3829,,,"-pará ‘unravel, untangle’ KM-2436",
3830,,,,
3831,,,,
3832,,,"okámda ‘a piece cut off, broad and flat, as meat cut for drying; a slice’ R-361b",
3833,,,"bla, ága- ‘blame someone’ RR",
3834,,,"blá, ga- ‘open, as the eyes or a bird’s tail, spread’ RR",
3835,,,"blá, ną- ‘spread out or level by treading on sth.’ RR",
3836,,,"blá, yü- ‘spread out or hang up to dry, corn/clothes’ RR",
3837,,,"blábla, yü- ‘spread out pieces of corn or meat to dry’ RR",
3838,,,"blá ‘spread out, as dishes’ RR",
3839,,,,
3840,,,,
3841,†ðübrá,,†ðübrá “thibthá” ‘spread a blanket’ LF-144,
3842,,,,
3843,,,,
3844,,,"brára ‘level, spread out’ JOD/JGT",
3845,,,gibrára ‘level’ JGT92-175,
3846,,,bdáda JOD,
3847,,šina wą yuha hinapa na - egnaka,"bláya ‘level, plane’ C",
3848,,,"bláya, yu- ‘open, spread out, unfold, make level šina wą yuha hinapa na - egnaka’. B-634",
3849,,,"bláblaya, yu- egnaka ‘lay out and spread e.g. a blanket’ B-634",
3850,,,"bláya, ka- ‘make level by beating, e.g. a holy place; to open, as the eyes of a young dog for its first sight’ B-270",
3851,,,"bláya, na- ‘make level or smooth with the foot; to become level, spread out’ B-341",
3852,,,"bláya, pa- ‘spread out, e.g. dough; to make level; to iron e.g. clothes, to make smooth.’ B-422",
3853,,,"bláya, wa- ‘make flat with a knife, to have off lumps etc.’ B-511",
3854,,,"bláya, wo- ‘spread out by blowing or punching’ B-595",
3855,,,"bláya, ya- ‘make level with the teeth’ B-617",
3856,,,párara ‘wide’ JOD,
3857,,,,
3858,,,"mdáya ‘level, plain’ R-312a",
3859,,,bláya ‘level’ RR,
3860,,,"bláya, ba- ‘level out by pushing’ RR",
3861,,,"bláya, ną- ‘spread out or level by treading on sth.’ RR",
3862,,,"bláya, yü- ‘open out, unfold, pull open’ RR",
3863,,,,
3864,,,,
3865,†bráða,,"†bráða “bthátha” ‘broad, wide’ LF-28a",
3866,,,,
3867,†bðáða,,†bðáða “b¢a¢a” ‘wide’ JOD,
3868,†hįnąge,,†hįnąge “hinnage” ‘wife’ JGT92-281,
3869,†ithá-inəni,,"†ithá-inəni “ĭthä´nạni, tä´nạni” ‘his wife’ DS-324b",
3870,,,,
3871,,,,
3872,,,"ðaną́hau ‘spouse, m.voc.’ JEK",
3873,,,ðaną,
3874,,,"pú•šE ~ puʔšE ‘multicolored, speckled, striped’ J",
3875,,,"puuší ‘multi-colored’ GG-54, DEC-97",
3876,,,,
3877,,,,
3878,,,pų́soʔš ‘it’s striped’ H-159,
3879,,,,
3880,,,pų́xoʔš ‘it’s spotted’ H-161,
3881,"†aməphó•ska, †aməphúska",,"†aməphó•ska, †aməphúska ‘partridge’ DS-320, Ssf (?)",
3882,†čipúxi,,"†čipúxi “tcipúxi, tcpúxi, tcpuxwi” ‘blanket’ DS-266",
3883,,,,
3884,,,"pú•xi ~ puʔxi ‘spotted, freckled, speckled’ J",
3885,,,"puuxí ‘spotted, speckled, freckled’ GG-54, DEC-97",
3886,,,"puuchí ‘striped, corrugated’ GG-54, DEC-97",
3887,,,,
3888,,,pųš ‘spotted’ H-160,
3889,†apsǫ́,,†apsǫ́ “apsûⁿ´” ‘smallpox’ DS-248b,
3890,†sipí,,"†sipí “sipí” ‘a pustule, as in small pox’ DS-256a",
3891,†sipsipí,,†sipsipí “sipsipí” ‘pitted’ DS-256a,
3892,,,,
3893,,,"ža, yawá- ‘split fork-like with the mouth. to make a noise with the mouth’ B-630b; ‘something squeaks against your teeth’",
3894,,,"žá, ka- ‘split a little, to make gape to hit and split’ B-278b",
3895,,,"žá, na- ‘crush by trampling on e.g. rice’ B-346b",
3896,,,"ža, wayú- ‘stir up; to make mush or hasty pudding’ B-569b",
3897,,,"žáhą, ka- ‘make open out by striking, to press open’ B-278 b; ‘open out by striking, to press open’; ‘be opened out’ EJ",
3898,,,kažáyA ‘be Y-shaped’ EJ,
3899,†daka-čá,"given as meaning ‘cut in two at one blow’, but it should be rendered ‘split’","†daka-čá “dŭkŭtcá soⁿ´sa dutcatí” given as meaning ‘cut in two at one blow’, but it should be rendered ‘split’ DS-262",
3900,†daka-čá,,"“dûktcá ksá xtahó” ‘fell, as a tree’ DS-214",
3901,†daka-čá,,"“duktcádi” ‘chop wood, etc.’ DS-214",
3902,†daka-čá,,“dŭktcạ́ hutpĕ´” ‘cut a hole through with an ax’ DS-214,
3903,,,"“kaz´á” ‘split a little, make gape’ R-274a",
3904,,striking prefix,"-ša, kirak- ‘break up dirt clods in garden’ J striking prefix",
3905,,,"šáša ‘fork, divide’ WM",
3906,,,,
3907,,,,
3908,,,,
3909,,,"-žátte, ka- ‘straddle, (stand) astride’ RR",
3910,,,žáta ‘forked’ C,
3911,,,"-žálžata, pa- ‘make forked by punching or thrusting something into’ B-427",
